092年05月05日 至 110年03月17日 除權除息計算結果表,,,,,,,,,,,,,,
資料日期,股票代號,股票名稱,除權息前收盤價,除權息參考價,權值+息值,權/息,漲停價格,跌停價格,開盤競價基準,減除股利參考價,詳細資料,最近一次申報資料 季別/日期,最近一次申報每股 (單位)淨值,最近一次申報每股 (單位)盈餘
0109年07月01日,4739,康普,58.6,57.37,1.2267,息,63.1,51.7,57.4,57.37,除權息資料,109年第4季,36.97,1.73
0109年07月01日,6281,全國電,72.1,68.1,4,息,74.9,61.3,68.1,68.1,除權息資料,109年第4季,26.37,5.87
0109年07月01日,6666,羅麗芬-KY,133,126,7,息,138.5,113.5,126,126,除權息資料,109年第4季,34.55,2.2
0109年07月01日,8150,南茂,33.8,32,1.8,息,35.2,28.8,32,32,除權息資料,109年第4季,28.64,0
0109年07月01日,8341,日友,257.5,249.5,8,息,274,225,249.5,249.5,除權息資料,109年第4季,28.44,8.91
0109年07月01日,9931,欣高,41.8,41.3,0.5,息,45.4,37.2,41.3,41.3,除權息資料,109年第3季,18.92,1.38
0109年07月02日,1301,台塑,87.6,83.2,4.4,息,91.5,74.9,83.2,83.2,除權息資料,109年第3季,45.97,1.47
0109年07月02日,1909,榮成,14.35,14.05,0.3,息,15.45,12.65,14.05,14.05,除權息資料,109年第4季,19.84,0.77
0109年07月02日,2024,志聯,14.45,14.1,0.35,息,15.5,12.7,14.1,14.1,除權息資料,109年第4季,11.66,0.28
0109年07月02日,2308,台達電,169.5,164.5,5,息,180.5,148.5,164.5,164.5,除權息資料,109年第4季,56.17,9.81
0109年07月02日,2344,華邦電,13.55,13.45,0.1,息,14.75,12.15,13.45,13.45,除權息資料,109年第4季,16.44,0.33
0109年07月02日,2353,宏��,17.9,17.12,0.776841,息,18.8,15.45,17.1,17.12,除權息資料,109年第3季,19.16,1.34
0109年07月02日,2408,南亞科,61,59.5,1.497289,息,65.4,53.6,59.5,59.5,除權息資料,109年第4季,50.02,2.51
0109年07月02日,2412,中華電,116.5,112.27,4.226,息,123,101.5,112.5,112.27,除權息資料,109年第4季,48.72,4.31
0109年07月02日,2415,錩新,17.7,17.2,0.5,息,18.9,15.5,17.2,17.2,除權息資料,109年第4季,17.47,0.66
0109年07月02日,2451,創見,73.5,69,4.5,息,75.9,62.1,69,69,除權息資料,109年第4季,43.52,2.79
0109年07月02日,2464,盟立,39,36.5,2.5,息,40.15,32.85,36.5,36.5,除權息資料,109年第3季,20.29,2.09
0109年07月02日,2887E,台新戊特,56.5,54.12,2.375,息,59.5,48.75,54.1,54.12,除權息資料,109年第4季,15.88,1.17
0109年07月02日,2887F,台新戊特二,54,52.1,1.9,息,57.3,46.9,52.1,52.1,除權息資料,109年第4季,15.88,1.17
0109年07月02日,3010,華立,56.9,53.6,3.3,息,58.9,48.25,53.6,53.6,除權息資料,109年第3季,51.85,6.14
0109年07月02日,3035,智原,47.75,46.65,1.1,息,51.3,42,46.65,46.65,除權息資料,109年第4季,25.32,1.08
0109年07月02日,3305,昇貿,21.05,20.04,1.005005,息,22,18.05,20.05,20.04,除權息資料,109年第3季,29.99,1
0109年07月02日,4148,全宇生技-KY,41.9,40.9,1,息,44.95,36.85,40.9,40.9,除權息資料,109年第3季,30.08,0.73
0109年07月02日,4545,銘鈺,30.8,30.45,0.35,息,33.45,27.45,30.45,30.45,除權息資料,109年第3季,21.54,0.01
0109年07月02日,4916,事欣科,28.25,26.25,2,息,28.85,23.65,26.25,26.25,除權息資料,109年第4季,14.7,-1.78
0109年07月02日,5007,三星,45.1,43.1,2,息,47.4,38.8,43.1,43.1,除權息資料,109年第3季,20.61,1.35
0109年07月02日,6184,大豐電,44.7,41.7,3,息,45.85,37.55,41.7,41.7,除權息資料,109年第3季,28.06,2.7
0109年07月02日,6698,旭暉應材,50.2,48.6,1.6,息,53.4,43.75,48.6,48.6,除權息資料,109年第4季,18.78,0
0109年07月02日,8422,可寧衛,169,159,10,息,174.5,143.5,159,159,除權息資料,109年第4季,52.49,10.81
0109年07月02日,9934,成霖,13.45,12.85,0.6,息,14.1,11.6,12.85,12.85,除權息資料,109年第3季,14.63,0.34
0109年07月03日,1612,宏泰,10.85,10.35,0.5,息,11.35,9.32,10.35,10.35,除權息資料,109年第3季,15.81,1.14
0109年07月03日,1724,台硝,13,12.5,0.5,息,13.75,11.25,12.5,12.5,除權息資料,109年第3季,15.19,0.18
0109年07月03日,2012,春雨,18.05,16.85,1.2,息,18.5,15.2,16.85,16.85,除權息資料,109年第4季,13.2,0.75
0109年07月03日,2107,厚生,18.45,17.63,0.817933,息,19.35,15.9,17.65,17.63,除權息資料,109年第3季,31.56,2.32
0109年07月03日,3006,晶豪科,40.2,39.2,1,息,43.1,35.3,39.2,39.2,除權息資料,109年第4季,30.43,3.85
0109年07月03日,4952,凌通,32.55,30.75,1.8,息,33.8,27.7,30.75,30.75,除權息資料,109年第4季,19.38,2.59
0109年07月03日,4994,傳奇,74.5,73.5,1,息,80.8,66.2,73.5,73.5,除權息資料,109年第4季,16.14,3.91
0109年07月03日,6669,緯穎,844,821,22.998816,息,903,739,821,821,除權息資料,109年第4季,140.21,49.25
0109年07月03日,9943,好樂迪,72.6,67.69,4.901896,息,74.4,61,67.7,67.69,除權息資料,109年第3季,26.46,3.2
0109年07月06日,1452,宏益,17.8,16.6,1.2,息,18.25,14.95,16.6,16.6,除權息資料,109年第4季,18.95,0.74
0109年07月06日,1560,中砂,66.2,63.4,2.8,息,69.7,57.1,63.4,63.4,除權息資料,109年第4季,31.36,3.63
0109年07月06日,1735,日勝化,17.35,16.7,0.65,息,18.35,15.05,16.7,16.7,除權息資料,109年第3季,14.27,0.23
0109年07月06日,1904,正隆,23.95,22.75,1.2,息,25,20.5,22.75,22.75,除權息資料,109年第3季,21.97,2.36
0109年07月06日,2032,新鋼,8.7,8.35,0.35,息,9.18,7.52,8.35,8.35,除權息資料,109年第3季,12.94,0.46
0109年07月06日,2417,圓剛,28.95,28.84,0.10158,息,31.7,26,28.85,28.84,除權息資料,109年第3季,19.53,4.84
0109年07月06日,2433,互盛電,55.8,52,3.8,息,57.2,46.8,52,52,除權息資料,109年第3季,26.95,3.2
0109年07月06日,2454,聯發科,585,574.49,10.500859,息,631,518,574,574.49,除權息資料,109年第3季,213.82,16.65
0109年07月06日,2617,台航,17,16.2,0.8,息,17.8,14.6,16.2,16.2,除權息資料,109年第3季,24.09,0.83
0109年07月06日,2637,慧洋-KY,25.2,23.23,1.966683,權息,25.55,20.95,23.25,23.23,除權息資料,109年第4季,35.5,0.15
0109年07月06日,2820,華票,15.5,14.78,0.72,息,16.25,13.35,14.8,14.78,除權息資料,109年第4季,18.95,1.18
0109年07月06日,2883,開發金,9.47,8.87,0.6,息,9.75,7.99,8.87,8.87,除權息資料,109年第3季,12.69,0.6
0109年07月06日,2904,匯僑,25.25,23.6,1.65,息,25.95,21.25,23.6,23.6,除權息資料,109年第3季,14.47,1.76
0109年07月06日,3024,憶聲,10.25,10.03,0.22,息,11,9.03,10.05,10.03,除權息資料,109年第3季,9.46,0.28
0109年07月06日,3033,威健,15.55,14.97,0.577706,息,16.45,13.5,14.95,14.97,除權息資料,109年第3季,16.02,1.44
0109年07月06日,3591,艾笛森,11.2,11.09,0.102211,息,12.15,9.99,11.1,11.09,除權息資料,109年第4季,21.54,0.35
0109年07月06日,4532,瑞智,17.2,16.69,0.500019,息,18.35,15.05,16.7,16.69,除權息資料,109年第3季,15.97,1.13
0109年07月06日,4755,三福化,55,52.5,2.5,息,57.7,47.25,52.5,52.5,除權息資料,109年第3季,35.39,3.36
0109年07月06日,6213,聯茂,150.5,145.5,5,息,160,131,145.5,145.5,除權息資料,109年第3季,37.32,5.84
0109年07月06日,6605,帝寶,51.2,49.7,1.5,息,54.6,44.75,49.7,49.7,除權息資料,109年第3季,78.43,2.23
0109年07月06日,8039,台虹,50.6,48.1,2.5,息,52.9,43.3,48.1,48.1,除權息資料,109年第4季,35.67,3.7
0109年07月06日,910861,神州-DR,9.65,9.52,0.121472,息,10.45,8.57,9.52,9.52,除權息資料,99年第4季,0,3.45
0109年07月07日,1303,南亞,67,64.8,2.2,息,71.2,58.4,64.8,64.8,除權息資料,109年第3季,39.83,1.71
0109年07月07日,1477,聚陽,163,158,5,息,173.5,142.5,158,158,除權息資料,109年第3季,43.1,7.18
0109年07月07日,2453,凌群,19.05,18.05,1,息,19.85,16.25,18.05,18.05,除權息資料,109年第3季,18.22,0.97
0109年07月07日,2456,奇力新,94.3,90.93,3.369441,息,100,81.9,90.9,90.93,除權息資料,109年第3季,95.92,5.45
0109年07月07日,2459,敦吉,42.15,39.14,3.008665,息,43.05,35.25,39.15,39.14,除權息資料,109年第3季,41.01,3.25
0109年07月07日,2538,基泰,10.55,10.05,0.5,息,11.05,9.05,10.05,10.05,除權息資料,109年第3季,14.45,-0.29
0109年07月07日,3019,亞光,72.1,70.1,2,息,77.1,63.1,70.1,70.1,除權息資料,109年第3季,39.7,0.85
0109年07月07日,3038,全台,25,23.8,1.2,息,26.15,21.45,23.8,23.8,除權息資料,109年第3季,12.7,1.39
0109年07月07日,3044,健鼎,141,133.75,7.25,息,147,120.5,134,133.75,除權息資料,109年第4季,68.59,11.65
0109年07月07日,3130,一零四,168,159.38,8.62,息,175,143.5,159.5,159.38,除權息資料,109年第4季,43.99,7.8
0109年07月07日,3231,緯創,38.65,36.6,2.042251,息,40.25,32.95,36.6,36.6,除權息資料,109年第3季,25.27,2.26
0109年07月07日,3338,泰碩,90.5,88.41,2.086405,息,97.2,79.6,88.4,88.41,除權息資料,109年第4季,19.21,2.58
0109年07月07日,4572,駐龍,99.9,94.9,5,息,104,85.5,94.9,94.9,除權息資料,109年第4季,51.52,0
0109年07月07日,4722,國精化,28.15,26.35,1.8,息,28.95,23.75,26.35,26.35,除權息資料,109年第4季,25.98,2.83
0109年07月07日,4906,正文,25.15,24.64,0.50315,息,27.1,22.2,24.65,24.64,除權息資料,109年第3季,25.78,3.54
0109年07月07日,4930,燦星網,10.75,10.25,0.5,息,11.25,9.23,10.25,10.25,除權息資料,109年第3季,27.42,1.52
0109年07月07日,6136,富爾特,19.75,18.35,1.4,息,20.15,16.55,18.35,18.35,除權息資料,109年第3季,21.6,0.54
0109年07月07日,6176,瑞儀,126.5,118.5,8,息,130,107,118.5,118.5,除權息資料,109年第4季,63.14,11.24
0109年07月07日,8081,致新,171,163.5,7.5,息,179.5,147.5,163.5,163.5,除權息資料,109年第3季,50.34,9.01
0109年07月08日,1219,福壽,21.5,21.09,0.400452,息,23.15,19,21.1,21.09,除權息資料,109年第3季,13.28,1.48
0109年07月08日,1507,永大,57.8,55.6,2.2,息,61.1,50.1,55.6,55.6,除權息資料,109年第3季,28.18,2.39
0109年07月08日,1608,華榮,9.98,9.32,0.66,息,10.25,8.39,9.32,9.32,除權息資料,109年第3季,14.97,-0.3
0109年07月08日,1773,勝一,129,105.66,23.333334,權息,116,95.1,105.5,105.66,除權息資料,109年第4季,32.03,6.52
0109年07月08日,2373,震旦行,94.5,88.5,6,息,97.3,79.7,88.5,88.5,除權息資料,109年第2季,27.35,2.3
0109年07月08日,2421,建準,52.8,50.8,2,息,55.8,45.75,50.8,50.8,除權息資料,109年第4季,18.31,3.39
0109年07月08日,2425,承啟,24.95,24.65,0.3,息,27.1,22.2,24.65,24.65,除權息資料,109年第3季,16.97,0.93
0109年07月08日,2605,新興,15.85,15.35,0.5,息,16.85,13.85,15.35,15.35,除權息資料,109年第3季,25.69,0.6
0109年07月08日,2608,嘉里大榮,41.65,40.2,1.45,息,44.2,36.2,40.2,40.2,除權息資料,109年第3季,21.19,2.32
0109年07月08日,2612,中航,26.1,25.3,0.8,息,27.8,22.8,25.3,25.3,除權息資料,109年第3季,49.62,1.71
0109年07月08日,2633,台灣高鐵,37.15,35.93,1.2101,息,39.5,32.35,35.95,35.93,除權息資料,109年第4季,12.45,1.04
0109年07月08日,3048,益登,18.35,17.35,1,息,19.05,15.65,17.35,17.35,除權息資料,109年第4季,16.67,0
0109年07月08日,3056,總太,39.4,36.4,3,息,40,32.8,36.4,36.4,除權息資料,109年第3季,20.99,1.03
0109年07月08日,3532,台勝科,136,132.5,3.5,息,145.5,119.5,132.5,132.5,除權息資料,109年第3季,51.67,2.6
0109年07月08日,4958,臻鼎-KY,137,132.5,4.5,息,145.5,119.5,132.5,132.5,除權息資料,109年第3季,74.56,4.19
0109年07月08日,6108,競國,23.3,21.7,1.6,息,23.85,19.55,21.7,21.7,除權息資料,109年第3季,21.66,-0.25
0109年07月08日,6115,鎰勝,45.2,42.2,3,息,46.4,38,42.2,42.2,除權息資料,109年第3季,23.97,1.77
0109年07月08日,6205,詮欣,40.4,39.18,1.210565,息,43.05,35.3,39.2,39.18,除權息資料,109年第4季,25.21,2.01
0109年07月08日,6215,和椿,15.4,14.9,0.5,息,16.35,13.45,14.9,14.9,除權息資料,109年第3季,12.89,0.8
0109年07月08日,8072,陞泰,27.3,27.1,0.2,息,29.8,24.4,27.1,27.1,除權息資料,109年第3季,27.34,-0.11
0109年07月08日,8481,政伸,64,61,3,息,67.1,54.9,61,61,除權息資料,109年第3季,26.66,10.61
0109年07月08日,8499,鼎炫-KY,134,129,5,息,141.5,116.5,129,129,除權息資料,109年第3季,41.86,10.42
0109年07月08日,9188,精熙-DR,3.08,2.98,0.09565,息,3.27,2.69,2.98,2.98,除權息資料,97年第4季,0,0.83
0109年07月09日,1232,大統益,127,122,5,息,134,110,122,122,除權息資料,109年第4季,28.47,0
0109年07月09日,1338,廣華-KY,59.1,55.6,3.5,息,61.1,50.1,55.6,55.6,除權息資料,109年第3季,71.63,1.27
0109年07月09日,1464,得力,21.65,20.15,1.5,息,22.15,18.15,20.15,20.15,除權息資料,109年第3季,12.45,-0.33
0109年07月09日,1476,儒鴻,345.5,334.5,11,息,367.5,301.5,334.5,334.5,除權息資料,109年第4季,69.86,15.51
0109年07月09日,1521,大億,63.5,59.5,4,息,65.4,53.6,59.5,59.5,除權息資料,109年第3季,22.21,1.29
0109年07月09日,1708,東鹼,27.3,24.53,2.762963,權息,26.95,22.1,24.55,24.53,除權息資料,109年第3季,25.27,0.44
0109年07月09日,1713,國化,18.55,17.97,0.58,息,19.75,16.2,17.95,17.97,除權息資料,109年第4季,15.5,0.61
0109年07月09日,1717,長興,34.3,32.9,1.4,息,36.15,29.65,32.9,32.9,除權息資料,109年第3季,17.22,1.42
0109年07月09日,1906,寶隆,13.05,12.55,0.5,息,13.8,11.3,12.55,12.55,除權息資料,109年第4季,42.2,0.62
0109年07月09日,2010,春源,10.05,9.75,0.3,息,10.7,8.78,9.75,9.75,除權息資料,109年第3季,15.68,0.42
0109年07月09日,2231,為升,156.5,146.49,10.003676,權息,161,132,146.5,146.49,除權息資料,109年第3季,24.29,1.26
0109年07月09日,2312,金寶,10.85,10.54,0.305909,息,11.55,9.49,10.55,10.54,除權息資料,109年第3季,10.88,0.33
0109年07月09日,2313,華通,49.8,48.6,1.2,息,53.4,43.75,48.6,48.6,除權息資料,109年第4季,24.46,3.91
0109年07月09日,2338,光罩,28.9,27.9,1,息,30.65,25.15,27.9,27.9,除權息資料,109年第3季,14.47,0.92
0109年07月09日,2362,藍天,30.65,30.25,0.4,息,33.25,27.25,30.25,30.25,除權息資料,109年第3季,65.35,0.53
0109年07月09日,2493,揚博,36.95,34.45,2.5,息,37.85,31.05,34.45,34.45,除權息資料,109年第3季,20.09,2.07
0109年07月09日,2634,漢翔,29.75,28.56,1.19,息,31.4,25.75,28.55,28.56,除權息資料,109年第3季,14.68,0.3
0109年07月09日,3028,增你強,20,18.99,1.000351,息,20.85,17.1,19,18.99,除權息資料,109年第3季,22.12,1.58
0109年07月09日,3266,昇陽,13.95,13.45,0.5,息,14.75,12.15,13.45,13.45,除權息資料,109年第3季,14.64,0.45
0109年07月09日,3705,永信,50.6,48.4,2.2,息,53.2,43.6,48.4,48.4,除權息資料,109年第3季,23.6,2.24
0109年07月09日,5234,達興材料,92,87,5,息,95.7,78.3,87,87,除權息資料,109年第4季,28.24,6.15
0109年07月09日,5388,中磊,86.2,83.17,3.024261,息,91.4,74.9,83.2,83.17,除權息資料,109年第3季,29.39,2.44
0109年07月09日,6024,群益期,40.1,38.2,1.9,息,42,34.4,38.2,38.2,除權息資料,109年第3季,29.64,2.41
0109年07月09日,6197,佳必琪,43.7,40.7,3,息,44.75,36.65,40.7,40.7,除權息資料,109年第3季,23.59,1.76
0109年07月09日,8046,南電,88.1,87.4,0.7,息,96.1,78.7,87.4,87.4,除權息資料,109年第4季,50.08,5.67
0109年07月09日,8131,福懋科,39.85,37.65,2.2,息,41.4,33.9,37.65,37.65,除權息資料,109年第4季,26.72,3.17
0109年07月09日,8163,達方,40.2,37.9,2.3,息,41.65,34.15,37.9,37.9,除權息資料,109年第4季,32.83,3.23
0109年07月09日,8249,菱光,19.4,18.2,1.2,息,20,16.4,18.2,18.2,除權息資料,109年第3季,26.5,1.18
0109年07月09日,8367,建新國際,25.7,24.6,1.1,息,27.05,22.15,24.6,24.6,除權息資料,109年第3季,25.57,1.78
0109年07月09日,8374,羅昇,21.85,21.55,0.3,息,23.7,19.4,21.55,21.55,除權息資料,109年第3季,17.31,0.54
0109年07月10日,1233,天仁,38.25,36.65,1.6,息,40.3,33,36.65,36.65,除權息資料,109年第3季,15.95,0.41
0109年07月10日,1323,永裕,33.7,32.1,1.6,息,35.3,28.9,32.1,32.1,除權息資料,109年第4季,24.5,3.2
0109年07月10日,1417,嘉裕,10.95,10.45,0.5,息,11.45,9.41,10.45,10.45,除權息資料,109年第3季,13.39,-1.69
0109年07月10日,1568,倉佑,16.4,15.89,0.503634,息,17.45,14.35,15.9,15.89,除權息資料,109年第3季,14.47,0.04
0109年07月10日,2114,鑫永銓,85.3,80.3,5,息,88.3,72.3,80.3,80.3,除權息資料,109年第3季,32.04,3.91
0109年07月10日,2597,潤弘,66.6,62.1,4.5,息,68.3,55.9,62.1,62.1,除權息資料,109年第3季,26.79,3.76
0109年07月10日,3014,聯陽,74.6,71.3,3.3,息,78.4,64.2,71.3,71.3,除權息資料,109年第4季,29.86,5.83
0109年07月10日,3016,嘉晶,72.2,71.95,0.247216,息,79.1,64.8,72,71.95,除權息資料,109年第3季,14.36,0.06
0109年07月10日,3090,日電貿,54,50.5,3.5,息,55.5,45.45,50.5,50.5,除權息資料,109年第3季,21.65,2.69
0109年07月10日,3296,勝德,13.2,12.92,0.274187,息,14.2,11.65,12.9,12.92,除權息資料,109年第4季,15.16,0.23
0109年07月10日,4164,承業醫,48.5,46.5,1.996702,息,51.1,41.85,46.5,46.5,除權息資料,109年第3季,37.18,2.24
0109年07月10日,5434,崇越,122,115.5,6.5,息,127,104,115.5,115.5,除權息資料,109年第3季,54.45,8.37
0109年07月10日,6271,同欣電,147.5,145.05,2.444841,息,159.5,131,145,145.05,除權息資料,109年第4季,118.68,7.88
0109年07月10日,8463,潤泰材,39.5,39.01,0.49,息,42.9,35.15,39,39.01,除權息資料,109年第3季,15.48,0.43
0109年07月13日,1414,東和,7.21,7.01,0.2,息,7.71,6.31,7.01,7.01,除權息資料,109年第3季,13.97,0.21
0109年07月13日,1434,福懋,36.25,33.75,2.5,息,37.1,30.4,33.75,33.75,除權息資料,109年第4季,36.54,1.25
0109年07月13日,1598,岱宇,68,66.89,1.105891,息,73.5,60.3,66.9,66.89,除權息資料,109年第3季,29.17,5.62
0109年07月13日,1710,東聯,16.8,16.5,0.3,息,18.15,14.85,16.5,16.5,除權息資料,109年第3季,14.31,-0.68
0109年07月13日,2108,南帝,38.5,36.4,2.1,息,40,32.8,36.4,36.4,除權息資料,109年第3季,17.94,3.24
0109年07月13日,2316,楠梓電,31.3,30.8,0.5,息,33.85,27.75,30.8,30.8,除權息資料,109年第3季,39.38,1.56
0109年07月13日,2348,海悅,78.8,74.47,4.329747,息,81.9,67.1,74.5,74.47,除權息資料,109年第3季,27.09,9.35
0109年07月13日,2401,凌陽,12.3,12,0.3,息,13.2,10.8,12,12,除權息資料,109年第3季,13.87,0.23
0109年07月13日,2449,京元電子,38.55,36.75,1.8,息,40.4,33.1,36.75,36.75,除權息資料,109年第3季,22.5,2.41
0109年07月13日,2547,日勝生,10.65,10.04,0.608141,息,11,9.04,10.05,10.04,除權息資料,109年第3季,12.61,0.3
0109年07月13日,2891,中信金,20.9,19.9,1,息,21.85,17.95,19.9,19.9,除權息資料,109年第3季,18.62,1.8
0109年07月13日,2891B,中信金乙特,67.5,65.25,2.25,息,71.7,58.8,65.3,65.25,除權息資料,109年第3季,18.62,1.8
0109年07月13日,2891C,中信金丙特,64.4,62.96,1.436054,息,69.2,56.7,63,62.96,除權息資料,109年第3季,18.62,1.8
0109年07月13日,3013,晟銘電,13.5,13.2,0.3,息,14.5,11.9,13.2,13.2,除權息資料,109年第3季,15.19,0.55
0109年07月13日,3034,聯詠,285.5,275,10.5,息,302.5,247.5,275,275,除權息資料,109年第4季,65.64,19.42
0109年07月13日,3050,鈺德,10.1,9.6,0.5,息,10.55,8.64,9.6,9.6,除權息資料,109年第3季,15.93,0.72
0109年07月13日,3376,新日興,161.5,155.02,6.476283,權息,173,140,157.5,157.5,除權息資料,109年第3季,78.48,6.32
0109年07月13日,4119,旭富,133.5,127.7,5.8,息,140,115,127.5,127.7,除權息資料,109年第3季,45.68,8.04
0109年07月13日,4571,鈞興-KY,67.6,64.3,3.3,息,70.7,57.9,64.3,64.3,除權息資料,109年第3季,34.98,4.07
0109年07月13日,4912,聯德控股-KY,89.3,86.77,2.52688,息,95.4,78.1,86.8,86.77,除權息資料,109年第3季,43.89,5.76
0109年07月13日,5215,科嘉-KY,145,142,3,息,156,128,142,142,除權息資料,109年第3季,42.18,9.11
0109年07月13日,5538,東明-KY,29.55,28.05,1.5,息,30.85,25.25,28.05,28.05,除權息資料,109年第3季,23.11,1.79
0109年07月13日,6155,鈞寶,24.2,23.16,1.04,息,25.45,20.85,23.15,23.16,除權息資料,109年第4季,16.3,0.39
0109年07月13日,6192,巨路,69.7,66.4,3.3,息,73,59.8,66.4,66.4,除權息資料,109年第3季,46.84,5.11
0109年07月13日,6214,精誠,88.3,83.3,5,息,91.6,75,83.3,83.3,除權息資料,109年第3季,53.33,5.35
0109年07月13日,6533,晶心科,158,157.65,0.340122,息,173,142,157.5,157.65,除權息資料,109年第4季,28.03,0.82
0109年07月13日,6592,和潤企業,86.1,83,3.1,息,91.3,74.7,83,83,除權息資料,109年第4季,41.74,5.01
0109年07月13日,6641,基士德-KY,69.2,64.63,4.567164,息,71,58.2,64.6,64.63,除權息資料,109年第3季,34.69,3.92
0109年07月13日,6655,科定,42.55,40.55,2,息,44.6,36.5,40.55,40.55,除權息資料,109年第3季,31.99,2.35
0109年07月13日,8104,錸寶,53.5,53.15,0.35,息,58.4,47.85,53.2,53.15,除權息資料,109年第3季,29.17,2.31
0109年07月13日,8210,勤誠,96.9,92.3,4.6,息,101.5,83.1,92.3,92.3,除權息資料,109年第3季,29.13,5.26
0109年07月13日,8222,寶一,14.75,14.3,0.45,息,15.7,12.9,14.3,14.3,除權息資料,109年第4季,12.44,-0.58
0109年07月13日,9926,新海,42.6,40.9,1.7,息,44.95,36.85,40.9,40.9,除權息資料,109年第3季,17.36,2.02
0109年07月14日,1236,宏亞,13,12.7,0.3,息,13.95,11.45,12.7,12.7,除權息資料,109年第4季,14.84,0
0109年07月14日,1256,鮮活果汁-KY,213.5,207.3,6.2,息,228,187,207.5,207.3,除權息資料,109年第4季,78.01,22.99
0109年07月14日,1312A,國喬特,30.25,29.65,0.6,息,32.6,26.7,29.65,29.65,除權息資料,109年第3季,27.83,2.34
0109年07月14日,1515,力山,80.9,77.9,3,息,85.6,70.2,77.9,77.9,除權息資料,109年第4季,20.59,4.5
0109年07月14日,2207,和泰車,748,734,14,息,807,661,734,734,除權息資料,109年第3季,110.75,18.91
0109年07月14日,2462,良得電,26.55,25.85,0.7,息,28.4,23.3,25.85,25.85,除權息資料,109年第3季,18.06,0.84
0109年07月14日,2477,美隆電,23.4,21.8,1.6,息,23.95,19.65,21.8,21.8,除權息資料,109年第3季,15.09,0.66
0109年07月14日,2816,旺旺保,20.05,19.17,0.88,息,21.05,17.3,19.15,19.17,除權息資料,109年第3季,25.77,2.76
0109年07月14日,2889,國票金,12.2,11.54,0.65229,息,12.65,10.4,11.55,11.54,除權息資料,109年第3季,12.81,0.85
0109年07月14日,2908,特力,22,21.29,0.709999,息,23.4,19.2,21.3,21.29,除權息資料,109年第3季,13.13,1.28
0109年07月14日,3450,聯鈞,78.6,77.6,1,息,85.3,69.9,77.6,77.6,除權息資料,109年第3季,26.1,1.33
0109年07月14日,3645,達邁,39.8,39.3,0.5,息,43.2,35.4,39.3,39.3,除權息資料,109年第4季,21.28,2.76
0109年07月14日,3706,神達,34.2,29.64,4.557143,權息,32.6,26.7,29.65,29.64,除權息資料,109年第4季,35.74,2.45
0109年07月14日,4904,遠傳,69,65.75,3.25,息,72.3,59.2,65.8,65.75,除權息資料,109年第3季,20.09,1.99
0109年07月14日,6166,凌華,85.2,83.6,1.6,息,91.9,75.3,83.6,83.6,除權息資料,109年第3季,20.52,0.79
0109年07月14日,6451,訊芯-KY,128.5,124.83,3.669145,息,137,112.5,125,124.83,除權息資料,109年第3季,54.36,4.51
0109年07月14日,6456,GIS-KY,117.5,114,3.5,息,125,103,114,114,除權息資料,109年第4季,85.47,11.04
0109年07月14日,9802,鈺齊-KY,106.5,100.98,5.518897,息,111,90.9,101,100.98,除權息資料,109年第4季,45.67,5.06
0109年07月14日,9908,大台北,31.65,30.55,1.1,息,33.6,27.5,30.55,30.55,除權息資料,109年第3季,21.8,1.35
0109年07月15日,1582,信錦,82.8,78.3,4.5,息,86.1,70.5,78.3,78.3,除權息資料,109年第4季,47.68,0
0109年07月15日,1618,合機,8.76,8.46,0.3,息,9.3,7.62,8.46,8.46,除權息資料,109年第3季,17.48,0.83
0109年07月15日,1723,中碳,105,100,5,息,110,90,100,100,除權息資料,109年第4季,28.15,3.09
0109年07月15日,1907,永豐餘,14.3,13.6,0.7,息,14.95,12.25,13.6,13.6,除權息資料,109年第3季,25.14,2.48
0109年07月15日,2027,大成鋼,25.8,24.31,1.486275,權息,26.7,21.9,24.3,24.31,除權息資料,109年第3季,17.86,-0.83
0109年07月15日,2031,新光鋼,24.55,23.74,0.809114,息,26.1,21.4,23.75,23.74,除權息資料,109年第4季,24.89,0
0109年07月15日,2034,允強,25.5,24,1.5,息,26.4,21.6,24,24,除權息資料,109年第3季,17.43,1.15
0109年07月15日,2303,聯電,16.8,15.99,0.803956,息,17.55,14.4,16,15.99,除權息資料,109年第4季,19,2.42
0109年07月15日,2356,英業達,27.7,26.4,1.3,息,29,23.8,26.4,26.4,除權息資料,109年第3季,16.04,1.85
0109年07月15日,2376,技嘉,73.7,71.5,2.2,息,78.6,64.4,71.5,71.5,除權息資料,109年第3季,40.22,5.15
0109年07月15日,2501,國建,20.1,19.1,1,息,21,17.2,19.1,19.1,除權息資料,109年第3季,19.97,0.33
0109年07月15日,2520,冠德,32.55,31.05,1.5,息,34.15,27.95,31.05,31.05,除權息資料,109年第3季,26.53,2.43
0109年07月15日,2546,根基,44.45,41.45,3,息,45.55,37.35,41.45,41.45,除權息資料,109年第3季,27.75,4.1
0109年07月15日,2903,遠百,25.2,24.4,0.8,息,26.8,22,24.4,24.4,除權息資料,109年第3季,21.47,0.86
0109年07月15日,3037,欣興,52.2,51.1,1.09186,息,56.2,46,51.1,51.1,除權息資料,109年第4季,33,3.74
0109年07月15日,3665,貿聯-KY,217.5,208.5,9,息,229,188,208.5,208.5,除權息資料,109年第3季,94.73,9.49
0109年07月15日,4935,茂林-KY,118,116.5,1.5,息,128,105,116.5,116.5,除權息資料,109年第4季,55.33,10.35
